trade_id,trade_date,source_report,currency,raw_pair,synthetic_pair,action,units_delta_ccy,execution_price_ccyusd,notional_usd,fee_usd,realized_pnl_usd,post_trade_units_ccy,post_trade_avg_entry_ccyusd,comment
20260329-007-GBP,2026-03-29,weekly_fx_review_260329_03.md,GBP,GBP/USD,GBPUSD,rebalance,-14.36251695,1.33161,19.13,0.0,-0.15,5222.76980497,1.34200897,Reduce target 7.00%
20260329-008-EUR,2026-03-29,weekly_fx_review_260329_03.md,EUR,EUR/USD,EURUSD,rebalance,14.57337393,1.14966,16.75,0.0,0.0,4320.9622845,1.16071389,Reduce target 5.00%
20260421-002-CHF,2026-04-21,weekly_fx_review_260420_01.md,CHF,USD/CHF,CHFUSD,rebalance,-852.96419817,1.28206772,1093.56,0.0,12.17,9429.220799,1.26780013,Hold / stage target 12.00%
20260421-003-JPY,2026-04-21,weekly_fx_review_260420_01.md,JPY,USD/JPY,JPYUSD,rebalance,-1262767.51698477,0.00628129,7931.81,0.0,-18.86,801911.86607243,0.00629623,Reduce target 5.00%
20260421-004-CAD,2026-04-21,weekly_fx_review_260420_01.md,CAD,USD/CAD,CADUSD,rebalance,1344.18629546,0.73205906,984.02,0.0,0.0,15137.42793071,0.72560532,Hold / stage target 11.00%
20260421-005-MXN,2026-04-21,weekly_fx_review_260420_01.md,MXN,USD/MXN,MXNUSD,rebalance,65322.07490918,0.05773819,3771.58,0.0,0.0,209374.42195618,0.05680463,Buy target 12.00%
20260421-006-AUD,2026-04-21,weekly_fx_review_260420_01.md,AUD,AUD/USD,AUDUSD,rebalance,6742.03990279,0.71584,4826.22,0.0,0.0,18295.0210941,0.70375272,Buy target 13.00%
20260421-007-GBP,2026-04-21,weekly_fx_review_260420_01.md,GBP,GBP/USD,GBPUSD,rebalance,-3.1922203,1.35104,4.31,0.0,0.03,5219.57758468,1.34200897,Hold / stage target 7.00%
20260421-008-EUR,2026-04-21,weekly_fx_review_260420_01.md,EUR,EUR/USD,EURUSD,rebalance,5101.51367356,1.17607,5999.74,0.0,0.0,9422.47595806,1.16902799,Build on weakness target 11.00%
20260421-009-NZD,2026-04-21,weekly_fx_review_260420_01.md,NZD,NZD/USD,NZDUSD,rebalance,8531.57435637,0.5904,5037.04,0.0,0.0,8531.57435637,0.5904,Hold / stage target 5.00%
20260421-002-CHF,2026-04-21,weekly_fx_review_260421_03.md,CHF,USD/CHF,CHFUSD,rebalance,7.90266642,1.2799017,10.11,0.0,0.0,9437.12346542,1.26781027,Hold / stage target 12.00%
20260421-003-JPY,2026-04-21,weekly_fx_review_260421_03.md,JPY,USD/JPY,JPYUSD,rebalance,361.59605485,0.00627311,2.27,0.0,0.0,802273.46212728,0.00629622,Reduce target 5.00%
20260421-004-CAD,2026-04-21,weekly_fx_review_260421_03.md,CAD,USD/CAD,CADUSD,rebalance,-9.80875957,0.73190904,7.18,0.0,0.06,15127.61917115,0.72560532,Hold / stage target 11.00%
20260421-005-MXN,2026-04-21,weekly_fx_review_260421_03.md,MXN,USD/MXN,MXNUSD,rebalance,-154.75598486,0.05773162,8.93,0.0,0.14,209219.66597131,0.05680463,Buy target 12.00%
20260421-006-AUD,2026-04-21,weekly_fx_review_260421_03.md,AUD,AUD/USD,AUDUSD,rebalance,1.77906251,0.71516,1.27,0.0,0.0,18296.80015661,0.70375383,Buy target 13.00%
20260421-007-GBP,2026-04-21,weekly_fx_review_260421_03.md,GBP,GBP/USD,GBPUSD,rebalance,-0.97477312,1.35014,1.32,0.0,0.01,5218.60281156,1.34200897,Hold / stage target 7.00%
20260421-008-EUR,2026-04-21,weekly_fx_review_260421_03.md,EUR,EUR/USD,EURUSD,rebalance,8.80525014,1.17397,10.34,0.0,0.0,9431.28120821,1.16903261,Build on weakness target 11.00%
20260421-009-NZD,2026-04-21,weekly_fx_review_260421_03.md,NZD,NZD/USD,NZDUSD,rebalance,12.55073064,0.58903,7.39,0.0,0.0,8544.12508701,0.59039799,Hold / stage target 5.00%
20260805-002-CHF,2026-08-05,weekly_fx_review_260505_03.md,CHF,USD/CHF,CHFUSD,rebalance,2641.13814442,1.23848212,3271.0,0.0,0.0,12078.26160984,1.26139712,Hold / build ballast target 15.00%
20260805-003-JPY,2026-08-05,weekly_fx_review_260505_03.md,JPY,USD/JPY,JPYUSD,rebalance,-173151.64273891,0.00634057,1097.88,0.0,7.68,629121.81938837,0.00629622,Reduce target 4.00%
20260805-004-CAD,2026-08-05,weekly_fx_review_260505_03.md,CAD,USD/CAD,CADUSD,rebalance,245.89688488,0.71354668,175.46,0.0,0.0,15373.51605603,0.72541245,Hold / stage target 11.00%
20260805-005-MXN,2026-08-05,weekly_fx_review_260505_03.md,MXN,USD/MXN,MXNUSD,rebalance,-2867.95748664,0.05799307,166.32,0.0,3.41,206351.70848467,0.05680463,Buy target 12.00%
20260805-006-AUD,2026-08-05,weekly_fx_review_260505_03.md,AUD,AUD/USD,AUDUSD,rebalance,70.27481789,0.70584,49.6,0.0,0.0,18367.0749745,0.70376181,Buy target 13.00%
20260805-007-GBP,2026-08-05,weekly_fx_review_260505_03.md,GBP,GBP/USD,GBPUSD,rebalance,-34.40345618,1.34654,46.33,0.0,0.16,5184.19935538,1.34200897,Hold / stage target 7.00%
20260805-008-EUR,2026-08-05,weekly_fx_review_260505_03.md,EUR,EUR/USD,EURUSD,rebalance,66.47754086,1.15498,76.78,0.0,0.0,9497.75874907,1.16893425,Build on weakness / review target 11.00%
20260805-009-NZD,2026-08-05,weekly_fx_review_260505_03.md,NZD,NZD/USD,NZDUSD,rebalance,-75.36425953,0.58878,44.37,0.0,-0.12,8468.76082747,0.59039799,Hold / reduce bias target 5.00%
